gaming clip,student,batch,is gaming?,AvgTimrPerAction,Number of Context Changes,Number of Correct Actions,Minimum time between actions,Number of actions faster than average for clip,Number of duplicated inputs,Has 3 or more duplicated inputs,Number of help requests,Has 3 or more help requests,Number WrongActions,Number of consecutive help requests,Sum of frequency of wrong + frequency of consecutive help,Number of BUG,Number of actions slower than the global average action time (~13 seconds),Number of consecutive wrong in the same context,Help Request Rate,Count of short action (3 seconds or less),Number of Unique Input,Number of Blank Actions,Number of Hint_without_attempt,Avg_Time_Per_Incorrect_Actions
247133,N6bJ4auIa8L,3,N,4.6,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0
247144,N6bJ4auIa8L,3,G,6.6,5,4,3,3,0,0,0,0,1,0,0,0,0,0,0,1,5,3,0,0
247168,N6bJ4auIa8L,3,N,13.6,4,1,4,3,0,0,3,1,1,0,0,0,2,1,0.6,0,4,5,3,11
247406,N6bJ4auIa8L,3,N,10.4,4,4,4,4,0,0,0,0,1,0,0,0,1,0,0,0,5,5,0,9
247449,N6bJ4auIa8L,3,N,14,5,5,10,2,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,9
247502,N6bJ4auIa8L,3,N,10.2,3,5,0,3,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,0
247544,N6bJ4auIa8L,3,G,3.6,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0
249224,N6bJ4auIa8L,3,G,8.8,1,1,3,3,0,0,2,0,2,0,0,0,2,1,0.4,2,3,5,0,5
249797,N6bJ4auIa8L,3,N,11.8,0,0,4,4,1,0,2,0,3,0,0,0,1,3,0.4,0,4,5,1,1
252565,N6bJ4auIa8L,3,N,7.8,1,3,1,3,0,0,1,0,1,0,0,0,1,1,0.2,2,5,5,1,0
252805,N6bJ4auIa8L,3,G,7.8,5,5,3,3,0,0,0,0,0,0,0,0,1,0,0,2,5,4,0,21.5
252876,N6bJ4auIa8L,3,N,10.6,3,3,0,3,0,0,0,0,1,0,0,1,2,0,0,1,5,4,0,6
254089,N6bJ4auIa8L,3,G,5.4,5,2,-1,3,2,0,0,0,1,0,0,2,0,0,0,0,3,5,0,5
254224,CaA0123UJL,8,N,20.6,3,2,6,3,0,0,0,0,0,0,0,3,3,0,0,0,5,5,0,36.33
254377,CaA0123UJL,8,N,21,5,4,2,3,0,0,0,0,1,0,0,0,2,0,0,2,5,5,0,15
254862,CaA0123UJL,8,N,13.2,5,4,7,2,0,0,0,0,1,0,0,0,3,0,0,0,5,5,0,10
255239,CaA0123UJL,8,N,7.2,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
256267,CaA0123UJL,8,G,13.4,4,5,3,3,0,0,0,0,0,0,0,0,2,0,0,1,5,5,0,6
256368,CaA0123UJL,8,N,41.6,5,5,3,3,1,0,0,0,0,0,0,0,2,0,0,2,4,5,0,94.5
256458,CaA0123UJL,8,N,6.8,4,5,-1,3,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,19.5
256537,CaA0123UJL,8,N,8.4,2,2,0,2,1,0,0,0,3,0,0,0,1,2,0,2,5,5,0,0
256636,CaA0123UJL,8,N,11.2,0,0,2,3,0,0,0,0,5,0,0,0,2,4,0,2,5,5,0,0
256929,CaA0123UJL,8,N,25.6,5,2,3,3,0,0,0,0,2,0,0,1,3,0,0,1,5,5,0,336
257011,CaA0123UJL,8,G,49,5,5,-1,3,0,0,0,0,0,0,0,0,2,0,0,1,5,5,0,10
257472,ey9rvMnU57,4,N,21.2,1,2,0,2,1,0,1,0,2,0,0,0,3,1,0.2,1,4,5,0,0
257571,ey9rvMnU57,4,N,11.4,1,4,0,4,0,0,0,0,1,0,0,0,1,0,0,2,5,5,0,12
257714,ey9rvMnU57,4,G,3,3,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0
257950,ey9rvMnU57,4,G,7.4,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
258059,ey9rvMnU57,4,N,14.6,4,3,3,2,1,0,0,0,2,0,0,0,3,1,0,1,4,0,0,0
258169,ey9rvMnU57,4,G,9.6,4,4,5,3,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,21.67
258215,ey9rvMnU57,4,N,8.8,4,4,0,2,0,0,0,0,1,0,0,0,1,0,0,2,5,3,0,20
258320,ey9rvMnU57,4,G,15.2,4,4,6,2,0,0,0,0,0,0,0,1,3,0,0,0,5,5,0,15.5
258433,ey9rvMnU57,4,N,17.6,5,5,2,4,0,0,0,0,0,0,0,0,1,0,0,1,5,3,0,69
258488,ey9rvMnU57,4,N,12.2,3,3,7,4,0,0,0,0,0,0,0,2,1,0,0,0,5,5,0,0
258975,ey9rvMnU57,4,N,10.6,4,5,0,2,0,0,0,0,0,0,0,0,3,0,0,1,5,5,0,0
259030,ey9rvMnU57,4,G,15,4,4,6,4,0,0,0,0,1,0,0,0,1,0,0,0,5,3,0,13
259052,ey9rvMnU57,4,N,7,4,4,3,4,0,0,0,0,1,0,0,0,1,0,0,1,5,4,0,27
259074,ey9rvMnU57,4,N,5.4,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0
259597,ey9rvMnU57,4,N,6.4,4,1,1,3,1,0,2,0,2,1,1,0,0,1,0.4,2,3,5,2,0
259698,ey9rvMnU57,4,G,18.6,4,5,2,4,0,0,0,0,0,0,0,0,1,0,0,2,5,5,0,0
260133,ey9rvMnU57,4,N,15,5,4,3,3,0,0,0,0,0,0,0,1,2,0,0,1,5,3,0,11.5
261691,ey9rvMnU57,4,N,10.4,4,5,1,3,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0,0
261708,ey9rvMnU57,4,G,106,3,2,24,4,0,0,0,0,3,0,0,0,5,1,0,0,5,5,0,0
261724,ey9rvMnU57,4,N,20.4,3,2,5,3,1,0,0,0,3,0,0,0,2,1,0,0,4,3,0,154
262198,ey9rvMnU57,4,N,31,4,4,1,3,1,0,0,0,0,0,0,1,2,0,0,2,4,5,0,7.5
262268,ey9rvMnU57,4,N,4.6,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0
262366,ey9rvMnU57,4,N,28,2,3,6,4,0,0,0,0,1,0,0,1,3,0,0,0,5,5,0,0
262395,M7hLaVJGvX,6,G,17.4,4,4,5,3,1,0,0,0,0,0,0,1,3,0,0,0,4,5,0,26.67
262419,M7hLaVJGvX,6,G,18,4,3,4,3,0,0,0,0,2,0,0,0,2,0,0,0,5,5,0,13.6
262541,M7hLaVJGvX,6,G,9,4,5,2,3,0,0,0,0,0,0,0,0,1,0,0,2,5,5,0,12
262597,M7hLaVJGvX,6,N,13.6,4,3,2,3,0,0,0,0,1,0,0,1,2,0,0,1,5,5,0,19
262718,M7hLaVJGvX,6,N,27,4,1,3,4,3,1,1,0,2,0,0,1,1,0,0.2,1,2,5,0,14.25
262839,M7hLaVJGvX,6,N,14.2,5,4,3,4,0,0,0,0,0,0,0,1,1,0,0,1,5,5,0,20.67
262852,M7hLaVJGvX,6,G,17.4,4,4,3,3,0,0,0,0,0,0,0,1,2,0,0,1,5,5,0,12
262924,M7hLaVJGvX,6,N,4.6,4,3,2,3,0,0,0,0,0,0,0,2,0,0,0,3,5,5,0,16
262962,M7hLaVJGvX,6,N,61,4,4,5,3,0,0,0,0,1,0,0,0,4,0,0,0,5,5,0,31.5
263294,M7hLaVJGvX,6,N,9,3,1,5,3,0,0,4,1,0,2,2,0,1,0,0.8,0,5,5,4,0
263483,M7hLaVJGvX,6,N,21,4,5,6,4,1,0,0,0,0,0,0,0,2,0,0,0,5,5,0,2
263670,M7hLaVJGvX,6,N,26.6,2,2,4,4,0,0,2,0,1,0,0,0,1,1,0.4,0,3,2,1,0
263915,M7hLaVJGvX,6,N,29.2,2,1,12,3,1,0,0,0,1,0,0,3,4,1,0,0,3,1,0,6
263950,M7hLaVJGvX,6,N,9,2,3,0,3,1,0,1,0,1,0,0,0,1,0,0.2,1,3,4,0,5
264141,M7hLaVJGvX,6,G,16.2,0,0,0,4,2,0,1,0,2,0,0,2,1,2,0.2,3,3,5,1,47
264270,M7hLaVJGvX,6,N,59.6,5,5,13,4,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,13.67
264310,M7hLaVJGvX,6,N,19.8,3,4,6,2,0,0,0,0,1,0,0,0,3,0,0,0,5,5,0,17
264449,M7hLaVJGvX,6,N,18.2,1,0,1,3,2,0,1,0,4,0,0,0,2,3,0.2,1,3,5,0,82.67
266654,M7hLaVJGvX,6,N,15.6,5,5,8,3,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,21.25
267091,M7hLaVJGvX,6,N,2.2,2,0,0,3,2,0,3,1,2,1,1,0,0,0,0.6,3,2,5,1,0
267107,M7hLaVJGvX,6,N,12.6,5,4,3,3,0,0,1,0,0,0,0,0,2,0,0.2,1,5,4,1,3
268278,M7hLaVJGvX,6,N,10.4,5,5,3,3,0,0,0,0,0,0,0,0,2,0,0,2,5,5,0,54
268385,M7hLaVJGvX,6,G,11.2,2,2,0,4,0,0,0,0,1,0,0,2,1,1,0,3,5,5,0,4.33
268445,M7hLaVJGvX,6,N,5.2,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,3.75
268459,M7hLaVJGvX,6,G,23.2,2,2,5,4,0,0,0,0,2,0,0,1,1,1,0,0,5,5,0,0
268523,M7hLaVJGvX,6,N,3.4,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0
268548,M7hLaVJGvX,6,N,4,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,32
268643,M7hLaVJGvX,6,G,9,2,2,0,4,2,0,1,0,2,0,0,0,1,1,0.2,3,3,5,0,0
268718,M7hLaVJGvX,6,G,10.2,4,4,0,3,0,0,0,0,0,0,0,1,2,0,0,2,5,5,0,4.75
269962,M7hLaVJGvX,6,N,39.4,2,2,0,3,2,0,1,0,0,0,0,2,2,0,0.2,2,3,5,0,0
269992,M7hLaVJGvX,6,N,13.6,4,4,5,4,0,0,0,0,0,0,0,1,1,0,0,0,5,3,0,0
270127,M7hLaVJGvX,6,G,19.2,4,4,2,2,0,0,1,0,0,0,0,0,3,0,0.2,1,5,5,1,0
270157,mNzo8mGzu9,3,N,18,5,5,5,4,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0
270353,mNzo8mGzu9,3,N,30,5,5,4,4,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0
270400,mNzo8mGzu9,3,N,11.6,5,5,9,3,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,8
270491,mNzo8mGzu9,3,N,36.4,3,3,14,4,0,0,0,0,1,0,0,1,5,0,0,0,5,5,0,41.5
270581,mNzo8mGzu9,3,N,15.8,5,5,2,2,0,0,0,0,0,0,0,0,3,0,0,2,5,5,0,112
270636,mNzo8mGzu9,3,N,7.2,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
270718,mNzo8mGzu9,3,N,0.4,0,0,0,3,4,1,0,0,5,0,0,0,0,5,0,5,1,5,0,3.8
270734,mNzo8mGzu9,3,N,9.8,3,3,6,2,0,0,0,0,2,0,0,0,0,0,0,0,5,2,0,0.4
271158,mNzo8mGzu9,3,G,9,5,4,3,3,0,0,0,0,0,0,0,1,1,0,0,1,5,5,0,8
271633,mNzo8mGzu9,3,N,25,5,5,5,4,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,15
271758,mNzo8mGzu9,3,N,17.2,1,5,1,4,2,0,0,0,0,0,0,0,1,0,0,2,5,5,0,0
272138,mNzo8mGzu9,3,N,22.2,1,1,0,3,2,0,1,0,3,0,0,0,2,2,0.2,3,4,5,0,7
272256,mNzo8mGzu9,3,N,18.8,3,3,9,3,0,0,0,0,0,0,0,2,2,0,0,0,5,5,0,22
272729,mNzo8mGzu9,3,N,27.2,1,2,0,4,1,0,1,0,2,0,0,0,1,1,0.2,2,4,5,0,0
273379,mNzo8mGzu9,3,N,9.2,5,5,6,4,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0
273609,mNzo8mGzu9,3,N,21.4,5,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0
273620,mNzo8mGzu9,3,N,14.2,5,4,4,4,0,0,0,0,0,0,0,1,1,0,0,0,5,5,0,0
273760,mNzo8mGzu9,3,N,12.8,4,5,0,4,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0,3
274056,mNzo8mGzu9,3,G,30.8,2,1,-1,3,0,0,0,0,4,0,0,0,3,2,0,0,5,5,0,7
274412,mNzo8mGzu9,3,N,13,5,3,6,3,0,0,0,0,1,0,0,1,1,0,0,0,3,5,0,14.5
274740,mNzo8mGzu9,3,G,66.2,2,3,5,4,1,0,1,0,1,0,0,0,2,0,0.2,0,4,5,0,0
275108,mNzo8mGzu9,3,N,8.2,4,4,6,4,0,0,0,0,0,0,0,1,1,0,0,0,5,5,0,0
275199,z9svx3mA4s,5,G,8.2,4,3,2,4,0,0,0,0,1,0,0,1,1,1,0,3,5,5,0,6
275381,z9svx3mA4s,5,N,13.2,4,3,6,4,0,0,0,0,1,0,0,1,1,0,0,0,5,5,0,3
275394,z9svx3mA4s,5,N,6.8,5,5,1,2,0,0,0,0,0,0,0,0,1,0,0,2,5,5,0,24
275521,z9svx3mA4s,5,N,24.4,4,3,1,4,0,0,1,0,1,0,0,0,2,0,0.2,1,5,5,1,91.5
275783,z9svx3mA4s,5,G,11.2,4,5,1,2,0,0,0,0,0,0,0,0,1,0,0,1,5,3,0,7.5
275939,z9svx3mA4s,5,N,8.4,5,5,2,2,0,0,0,0,0,0,0,0,1,0,0,2,5,5,0,0
276050,z9svx3mA4s,5,N,19.8,3,4,4,4,0,0,0,0,0,0,0,1,1,0,0,0,5,5,0,5.5
276401,z9svx3mA4s,5,N,8.4,5,4,3,3,1,0,0,0,0,0,0,1,1,0,0,1,4,5,0,0
276412,z9svx3mA4s,5,G,6,5,4,3,3,1,0,0,0,0,0,0,1,1,0,0,2,4,5,0,11
276423,z9svx3mA4s,5,G,10.2,5,5,3,4,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0,4
276628,z9svx3mA4s,5,G,5.6,0,0,0,4,3,1,0,0,5,0,0,0,1,4,0,2,2,5,0,0
277572,z9svx3mA4s,5,G,38.2,4,4,5,4,0,0,0,0,1,0,0,0,2,0,0,0,5,5,0,0
277754,z9svx3mA4s,5,N,8,3,4,0,3,0,0,1,0,0,0,0,0,1,0,0.2,2,5,5,1,0
279091,z9svx3mA4s,5,G,3.6,0,1,0,3,2,0,1,0,3,0,0,0,0,2,0.2,3,3,5,0,7
279231,z9svx3mA4s,5,N,4.4,3,5,1,4,0,0,0,0,0,0,0,0,1,0,0,4,5,5,0,0
279269,z9svx3mA4s,5,G,5.8,4,4,2,3,1,0,0,0,0,0,0,1,0,0,0,1,4,5,0,0
279389,z9svx3mA4s,5,N,20.6,3,4,4,3,0,0,0,0,1,0,0,0,2,0,0,0,4,5,0,5.5
279949,z9svx3mA4s,5,G,3.4,3,2,1,3,3,1,0,0,0,0,0,3,0,0,0,3,2,5,0,7
279985,z9svx3mA4s,5,G,16.6,0,0,0,3,1,0,1,0,3,0,0,1,2,3,0.2,1,4,5,0,41
280038,z9svx3mA4s,5,G,22.2,2,0,2,4,0,0,0,0,4,0,0,1,2,1,0,2,5,5,0,0
280655,z9svx3mA4s,5,N,11.4,5,1,2,2,2,0,0,0,2,0,0,2,3,0,0,2,3,5,0,0
280710,z9svx3mA4s,5,N,6,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4
280738,z9svx3mA4s,5,N,15.2,2,4,0,2,0,0,0,0,1,0,0,0,3,0,0,1,5,5,0,0
280855,z9svx3mA4s,5,N,5.8,2,5,1,3,1,0,0,0,0,0,0,0,1,0,0,3,5,5,0,9
280899,z9svx3mA4s,5,N,32.6,3,2,3,3,1,0,0,0,3,0,0,0,3,1,0,1,4,5,0,0
282476,N34f4oB5Cod,7,N,6.8,3,4,3,3,0,0,0,0,1,0,0,0,1,0,0,2,5,5,0,6
282564,N34f4oB5Cod,7,N,3.2,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,1
282613,N34f4oB5Cod,7,N,12.8,4,4,1,3,1,0,1,0,0,0,0,0,2,0,0.2,1,4,5,1,6
282652,N34f4oB5Cod,7,G,11.2,4,5,2,2,0,0,0,0,0,0,0,0,3,0,0,1,5,5,0,28
282792,N34f4oB5Cod,7,N,6.6,5,5,2,4,0,0,0,0,0,0,0,0,1,0,0,2,3,5,0,17
282925,N34f4oB5Cod,7,N,12.4,1,0,0,3,1,0,1,0,2,0,0,2,2,1,0.2,2,4,5,0,4
283060,N34f4oB5Cod,7,N,9.2,3,4,0,4,2,0,1,0,0,0,0,0,1,0,0.2,2,5,5,1,8
283072,N34f4oB5Cod,7,N,7.4,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0
283160,N34f4oB5Cod,7,N,7,3,3,3,3,0,0,0,0,0,0,0,2,1,0,0,1,5,5,0,0
283280,N34f4oB5Cod,7,N,4.4,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0
283475,N34f4oB5Cod,7,N,13,3,2,-1,4,1,0,1,0,1,0,0,1,1,1,0.2,0,4,1,1,4
283647,N34f4oB5Cod,7,G,35.8,4,1,2,2,2,0,2,0,0,1,1,2,3,0,0.4,1,3,5,2,8
284877,N34f4oB5Cod,7,N,11.8,4,5,4,3,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0
285132,N34f4oB5Cod,7,N,5.6,4,4,4,2,1,0,0,0,0,0,0,1,0,0,0,0,4,5,0,3
286451,N34f4oB5Cod,7,G,7,4,3,0,3,2,0,1,0,1,0,0,0,2,0,0.2,3,3,5,0,6
287370,N34f4oB5Cod,7,N,10.8,2,3,3,3,0,0,1,0,1,0,0,0,1,0,0.2,1,5,5,1,9
289935,N34f4oB5Cod,7,N,12.8,5,5,3,3,0,0,0,0,0,0,0,0,2,0,0,1,5,3,0,0
290120,N34f4oB5Cod,7,N,11,4,3,2,3,0,0,0,0,2,0,0,0,1,0,0,1,5,5,0,12
290221,N34f4oB5Cod,7,N,11,4,4,7,2,0,0,0,0,1,0,0,0,1,0,0,0,5,3,0,8.25
290271,N34f4oB5Cod,7,N,15,5,5,2,4,0,0,0,0,0,0,0,0,1,0,0,2,5,5,0,32.67
290356,N34f4oB5Cod,7,N,42.8,5,4,2,3,0,0,0,0,1,0,0,0,2,0,0,1,5,5,0,29.33
290415,N34f4oB5Cod,7,N,46.2,5,3,5,3,0,0,1,0,0,0,0,1,3,0,0.2,0,5,5,1,175
291079,N34f4oB5Cod,7,G,18.8,4,4,3,4,0,0,0,0,0,0,0,1,2,0,0,1,5,5,0,142
291093,N34f4oB5Cod,7,G,8.4,1,2,3,3,0,0,2,0,1,0,0,0,1,1,0.4,1,4,5,2,6
291105,N34f4oB5Cod,7,N,10,2,2,6,3,0,0,1,0,0,0,0,2,1,0,0.2,0,5,2,0,15
291517,N34f4oB5Cod,7,G,31.2,3,3,12,2,0,0,0,0,0,0,0,2,3,0,0,0,5,3,0,11.67
291528,N34f4oB5Cod,7,N,10.6,5,5,4,3,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,32
291654,N34f4oB5Cod,7,N,10.2,3,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,8
292549,N39Uc7ru04l,6,N,8.6,1,0,0,4,2,0,2,0,1,0,0,2,1,1,0.4,2,3,5,1,11.67
292564,N39Uc7ru04l,6,G,15.2,2,3,6,3,0,0,2,0,0,0,0,0,3,0,0.4,0,5,5,2,13.33
292613,N39Uc7ru04l,6,N,5.8,2,2,3,3,0,0,2,0,0,0,0,1,0,0,0.4,2,4,5,2,0
292695,N39Uc7ru04l,6,G,12.2,3,4,5,3,0,0,1,0,0,0,0,0,2,0,0.2,0,5,5,1,0
292747,N39Uc7ru04l,6,G,11.8,0,0,0,4,1,0,2,0,1,0,0,2,1,1,0.4,1,4,5,1,0
292855,N39Uc7ru04l,6,N,24.8,2,2,0,3,1,0,2,0,1,0,0,0,4,0,0.4,1,4,5,1,32.67
292870,N39Uc7ru04l,6,G,18.2,2,1,9,4,1,0,2,0,2,0,0,0,3,2,0.4,0,4,5,1,20
292904,N39Uc7ru04l,6,N,10.2,4,0,2,2,3,1,0,0,2,0,0,3,2,1,0,2,2,5,0,9.67
292973,N39Uc7ru04l,6,N,12,1,1,0,4,2,0,2,0,2,0,0,0,1,2,0.4,1,3,5,1,0
293048,N39Uc7ru04l,6,N,60.2,0,0,-1,3,4,1,5,1,0,4,4,0,4,0,1,0,1,5,5,18.67
293382,N39Uc7ru04l,6,G,8.6,2,3,0,3,0,0,0,0,2,0,0,0,1,1,0,1,5,5,0,5
293395,N39Uc7ru04l,6,G,12.6,2,5,1,4,1,0,0,0,0,0,0,0,1,0,0,1,5,5,0,4.5
293482,N39Uc7ru04l,6,G,2.4,2,0,0,4,4,1,0,0,1,0,0,4,0,0,0,4,1,5,0,0
293560,N39Uc7ru04l,6,N,6,1,0,0,3,3,1,2,0,3,0,0,0,1,3,0.4,3,2,5,1,0
293662,N39Uc7ru04l,6,N,11.2,3,3,4,3,0,0,2,0,0,0,0,0,1,0,0.4,0,4,5,2,0
293850,N39Uc7ru04l,6,G,5,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,5,0,9.6
293874,N39Uc7ru04l,6,G,4,2,1,1,4,0,0,1,0,3,0,0,0,0,3,0.2,4,5,5,1,6
293890,N39Uc7ru04l,6,G,4.4,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5.67
294374,N39Uc7ru04l,6,G,13.2,2,1,2,4,3,1,0,0,0,0,0,4,1,0,0,1,2,0,0,6.2
294407,N39Uc7ru04l,6,N,7.4,4,5,3,3,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,9
294464,N39Uc7ru04l,6,G,26.8,1,2,6,4,0,0,0,0,2,0,0,1,1,2,0,0,5,0,0,18
294515,N39Uc7ru04l,6,G,15.2,3,4,4,3,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,12
294637,N39Uc7ru04l,6,N,21.6,2,1,12,3,2,0,2,0,2,1,1,0,4,1,0.4,0,4,5,2,0
294727,N39Uc7ru04l,6,N,13.4,2,2,2,3,1,0,3,1,0,1,1,0,2,0,0.6,1,3,5,3,22
294897,N39Uc7ru04l,6,G,6.2,1,0,4,3,4,1,0,0,5,0,0,0,0,4,0,0,1,0,0,7.33
295003,N39Uc7ru04l,6,G,13.2,1,1,0,4,1,0,1,0,3,0,0,0,1,2,0.2,2,4,5,0,21
295052,N39Uc7ru04l,6,N,5.2,3,3,2,3,0,0,2,0,0,0,0,0,0,0,0.4,1,4,5,2,0
295167,N39Uc7ru04l,6,G,5.4,2,3,-1,2,0,0,1,0,0,0,0,1,0,0,0.2,1,5,5,1,0
295179,N39Uc7ru04l,6,G,14.6,0,0,5,4,1,0,1,0,3,0,0,1,1,3,0.2,0,4,5,0,9
295232,N39Uc7ru04l,6,N,8.2,2,3,2,2,0,0,2,0,0,0,0,0,0,0,0.4,1,4,5,2,9
295255,N39Uc7ru04l,6,N,41.2,3,3,14,4,0,0,1,0,0,0,0,1,5,0,0.2,0,5,4,1,11
295268,N39Uc7ru04l,6,G,9.4,3,2,0,3,2,0,1,0,2,0,0,0,1,1,0.2,1,3,3,0,117
299148,N39Uc7ru04l,6,G,7,1,0,0,2,3,1,2,0,3,0,0,0,0,2,0.4,1,2,5,0,0
299214,N39Uc7ru04l,6,G,6.8,2,2,0,3,2,0,1,0,0,0,0,2,2,0,0.2,3,3,5,0,0
299236,N39Uc7ru04l,6,N,10.4,5,4,5,3,0,0,1,0,0,0,0,0,2,0,0.2,0,4,3,1,7.8
299247,N39Uc7ru04l,6,G,6.2,3,1,0,4,3,1,0,0,3,0,0,1,1,2,0,2,2,5,0,0
299258,N39Uc7ru04l,6,G,11,3,4,0,3,1,0,0,0,0,0,0,1,1,0,0,1,4,3,0,6.75
299325,N39Uc7ru04l,6,N,18.2,5,5,5,3,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,21
299347,N39Uc7ru04l,6,G,21.4,5,5,7,4,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0
299369,N39Uc7ru04l,6,N,10.6,4,4,7,3,1,0,0,0,0,0,0,1,1,0,0,0,4,5,0,9
299409,N39Uc7ru04l,6,G,11,4,4,5,4,0,0,1,0,0,0,0,0,1,0,0.2,0,5,5,1,117
299718,N39Uc7ru04l,6,N,23.6,3,4,3,3,0,0,0,0,1,0,0,0,2,0,0,1,5,5,0,6
299851,N39Uc7ru04l,6,N,28.6,5,4,8,3,0,0,1,0,0,0,0,0,3,0,0.2,0,5,5,1,0
299911,N39Uc7ru04l,6,N,26.8,3,2,4,4,0,0,1,0,1,0,0,1,4,0,0.2,0,5,2,0,0
300137,N39Uc7ru04l,6,N,4,0,0,0,2,3,1,0,0,5,0,0,0,0,4,0,2,3,5,0,5.67
300150,N39Uc7ru04l,6,G,9.4,1,4,0,3,1,0,0,0,1,0,0,0,1,0,0,3,5,5,0,4
300262,N39Uc7ru04l,6,N,9.4,4,5,5,3,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,17
300457,N39Uc7ru04l,6,N,15.8,4,3,5,4,1,0,2,0,0,1,1,0,1,0,0.4,0,4,5,2,0
300644,N39Uc7ru04l,6,N,9.4,4,5,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,5
300708,N39Uc7ru04l,6,N,6.6,2,3,0,2,1,0,1,0,1,0,0,0,0,0,0.2,1,4,5,0,5.5
300719,N39Uc7ru04l,6,N,8.4,3,3,4,3,1,0,1,0,1,0,0,0,1,0,0.2,0,4,5,0,8
302290,N39Uc7ru04l,6,N,2.6,2,3,1,2,0,0,1,0,1,0,0,0,0,0,0.2,4,4,5,1,0
302417,N39Uc7ru04l,6,N,3.8,0,0,0,2,1,0,2,0,3,1,1,0,0,3,0.4,2,4,5,2,6.33
302518,N39Uc7ru04l,6,N,4.6,3,1,0,2,1,0,1,0,3,0,0,0,0,1,0.2,1,4,5,0,21
302780,N39Uc7ru04l,6,G,19.4,5,4,7,3,0,0,0,0,1,0,0,0,2,0,0,0,5,5,0,8.75
302956,N39Uc7ru04l,6,G,14.6,4,4,4,3,0,0,0,0,1,0,0,0,3,0,0,0,5,5,0,2.67
302969,N39Uc7ru04l,6,G,5,0,0,0,4,1,0,1,0,4,0,0,0,0,3,0.2,1,4,5,0,10
302999,N39Uc7ru04l,6,N,31.6,2,1,2,3,0,0,0,0,4,0,0,0,2,2,0,1,5,5,0,15
303101,N39Uc7ru04l,6,N,3.2,3,1,2,3,1,0,0,0,4,0,0,0,0,2,0,3,4,5,0,19.67
306581,N39Uc7ru04l,6,N,19,2,0,-1,3,1,0,1,0,3,0,0,1,2,1,0.2,0,3,5,0,6
306711,N39Uc7ru04l,6,N,8.8,4,4,2,3,0,0,1,0,0,0,0,0,1,0,0.2,2,5,5,1,19.67
306803,N39Uc7ru04l,6,G,12.8,5,5,3,3,0,0,0,0,0,0,0,0,2,0,0,1,4,5,0,24
306872,N39Uc7ru04l,6,N,9.6,2,2,1,2,2,0,1,0,2,0,0,0,2,1,0.2,2,3,5,0,0
308174,N39Uc7ru04l,6,G,12.8,2,0,0,3,2,0,1,0,4,0,0,0,2,2,0.2,2,3,5,0,26
308211,N39Uc7ru04l,6,G,4,2,0,1,3,1,0,1,0,2,0,0,2,0,0,0.2,3,3,5,1,1.25
